pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
10721326	4013	"PASS1"	1968	4013	1984																
10721563	30892	"MTCH1"	1993	30892	1995																
10721709	11456	"NBER"	1950	11456	2006																
10721841	3532	"NBER"	1950	3532	2006																
10722499	7431	"NBER"	1982	7431	1989																
10722528	101352	"MTCH1"	1990	101352	2006																
10722631	12945	"MTCH1"	1986	12945	2006																
10722647	11636	"MTCH1"	1950	11636	2006																
10722907	9135	"MTCH1"	1981	9135	1990																
10723040	10983	"NBER"	1950	10983	2006																
10723229	8564	"PASS1"	1981	8564	1984																
10723498	2888	"MTCH1"	1984	2888	2006																
10723757	6056	"PASS1"	1982	6056	1986																
10723761	5210	"NBER"	1968	5210	2005																
10723787	2078	"NBER"	1967	2078	1989																
10723795	8435	"PASS1"	1983	8435	1983																
10724690	12909	"MTCH1"	1985	12909	2006																
10724732	10004	"NBER"	1950	10004	1998	3502	1999	3502	2005												
10724790	1356	"FRAT"	1950	1356	2006																
10724795	1976	"NBER"	1954	1976	2006																
10724804	102045	"MTCH1"	1998	102045	2005																
10724965	7694	"MTCH1"	1984	7694	2006																
10725248	103307	"MTCH1"	1992	103307	1997																
10725463	62574	"MTCH1"	1995	62574	1999																
10725912	4327	"NBER"	1950	4327	1988																
10726814	15172	"MTCH1"	1985	15172	2005																
10726837	11620	"NBER"	1983	11620	1988																
10726858	6393	"PASS1"	1983	6393	1983	8629	1985	8629	1985	4327	1986	4327	1988								
10726890	64480	"PASS1"	1995	64480	2006																
10726949	11134	"NBER"	1979	11134	1984	4194	1985	4194	2005												
10726984	11094	"NBER"	1967	11094	2006																
10727009	7682	"PASS1"	1983	7682	2006																
10727775	5766	"NBER"	1966	5766	1978																
10728237	7946	"NBER"	1959	7946	1991																
10728244	212685	"MTCH1"	1996	212685	1997																
10728356	123015	"PASS1"	1998	123015	2002																
10728392	1941	"PASS1"	1980	1941	1987																
10728469	10391	"NBER"	1950	10391	2005																
10728622	10109	"MTCH1"	1957	10109	2006																
10728648	1588	"PASS1"	1965	1588	1981																
10728699	11466	"NBER"	1960	11466	1985																
10728742	8998	"NBER"	1971	8998	1987																
10728787	100384	"PASS1"	1988	100384	1999																
10728838	8822	"NBER"	1982	8822	1987																
10728871	11199	"PASS1"	1969	11199	1987																
10728936	6588	"MTCH1"	1984	6588	2006																
10729112	1243	"MTCH1"	1950	1243	2006																
10729583	6279	"NBER"	1974	6279	1986																
10729590	12204	"NBER"	1984	12204	1994	5464	1996	5464	1999												
10729835	8044	"NBER"	1981	8043	1983	8044	1984	8044	1996												
10729982	10681	"PASS1"	1974	10681	1988																
10730288	7585	"MTCH1"	1950	7585	2006																
10730314	10588	"NBER"	1966	10588	2004																
10730379	25964	"MTCH1"	1991	25964	2006																
10730423	3639	"NBER"	1960	3639	2006																
10730434	11749	"MTCH1"	1984	11749	2005																
10730452	12469	"NBER"	1985	12469	1993																
10730599	65066	"m2006"	1996	65066	1998																
10730632	8358	"NBER"	1950	8358	2006																
10730640	64254	"PASS1"	1995	64254	2006																
10730882	1865	"NBER"	1969	1865	1995																
10731091	14287	"m2006"	1987	14287	1998																
10731171	5460	"NBER"	1954	5460	1997	11462	1998	11462	2003												
10732105	10323	"NBER"	1960	10323	1996	2787	1998	2787	2005												
10732734	100103	"PASS1"	2001	100103	2005																
10733175	1072	"NBER"	1973	1072	2006																
10733351	5493	"NBER"	1984	5493	1985																
10733644	101352	"MTCH1"	1990	101352	2006																
10733729	3022	"NBER"	1950	3022	1997																
10733772	11366	"PASS1"	1975	11366	2006																
10734051	14506	"PASS1"	1982	14506	1999																
10734092	101256	"MTCH1"	1999	101256	2001																
10734271	101352	"MTCH1"	1990	101352	2006																
10734333	3530	"NBER"	1965	3530	1981																
10734707	23606	"NBER"	1990	23606	1995																
10734808	6856	"NBER"	1960	6856	1994																
10734813	13616	"PASS1"	1986	13616	1999																
10734831	63651	"MTCH1"	1995	63651	2006																
10735454	1918	"PASS1"	1950	1918	1969																
10735939	5518	"MTCH1"	1967	5518	2006																
10736476	100587	"MTCH1"	2000	100587	2005																
10736634	11124	"NBER"	1962	11124	2006																
10736850	1115	"NBER"	1979	1115	2000																
10737054	6363	"MTCH1"	1959	6363	1978																
10737221	12089	"PASS1"	1985	12089	1986																
10737763	2574	"NBER"	1968	2574	2006																
10738286	6127	"NBER"	1962	6127	2000																
10739432	10811	"NBER"	1959	10811	1977																
10739849	20031	"MTCH1"	1989	20031	1997																
10740195	5044	"NBER"	1979	5044	1986	3084	1987	3084	1987	8123	1988	8123	2005								
10740321	9196	"NBER"	1965	9196	1987																
10740486	5878	"NBER"	1962	5878	2006																
10740938	10538	"MTCH1"	1950	10538	1981																
10741076	11685	"MTCH1"	1965	11685	1988																
10741090	9013	"NBER"	1972	9013	2005																
10741253	64901	"PASS1"	1995	64901	2006																
10741989	12634	"PASS1"	1985	12634	2003																
10742268	4034	"NBER"	1954	4034	2006																
10742488	3149	"NBER"	1967	3149	1976																
10742526	1662	"MTCH1"	1984	1662	1985																
10742604	9041	"PASS1"	1961	9041	1969																
10742661	12229	"PASS1"	1985	12229	1989																
10742710	7413	"MTCH1"	1960	7413	1983	5518	1984	5518	2005												
10743051	5775	"NBER"	1972	5775	1986																
10743495	14620	"MTCH1"	1984	14620	2006																
10743825	21459	"PASS1"	1989	21459	1997																
10743889	7471	"MTCH1"	1973	7471	2005																
10744171	1004	"NBER"	1965	1004	2005																
10744495	1111	"PASS1"	1982	1111	2005																
10744588	1235	"MTCH1"	1963	1235	1998																
10744818	15751	"NBER"	1960	4134	1985	15751	1988	15751	1989												
10744871	2696	"PASS1"	1977	2696	2006																
10744897	5252	"NBER"	1969	5252	2006																
10744932	1376	"MTCH1"	1965	1376	1971																
10744967	11110	"MTCH1"	1976	11110	1977	7045	1990	7045	1999												
10745069	12519	"PASS1"	1985	12519	2005																
10745259	14265	"MTCH1"	1987	14265	2006																
10745401	12919	"PASS1"	1985	12919	1987																
10745811	9775	"PHRM"	1950	9775	1988	14261	1989	14261	2006												
10745828	2403	"NBER"	1950	2403	2006																
10746599	24925	"UPDT2"	1991	24925	2006																
10746740	9967	"PHRM"	1961	9967	1988	2403	1989	2403	2006												
10746831	5662	"NBER"	1953	5662	1988																
10747050	1629	"m2006"	1981	1629	1984																
10747223	6493	"PASS1"	1974	6493	1981																
10747771	202421	"MTCH1"	2001	202421	2005																
10747807	6492	"MTCH1"	1960	6492	1999	3735	2000	3735	2005												
10747914	19043	"UPDT2"	1993	19043	2002																
10747967	10163	"NBER"	1950	10163	1998	10983	1999	10983	2005												
10747999	4194	"NBER"	1950	4194	2006																
10748460	3024	"MTCH1"	1974	3024	2006																
10748822	2390	"NBER"	1966	2390	2006																
10748835	2444	"NBER"	1950	2444	2006																
10748933	1395	"PASS1"	1950	1395	1969																
10749122	6644	"PASS1"	1983	6644	1991	27973	1993	27973	1997												
10749374	9933	"PASS1"	1983	9933	1983																
10749384	30034	"MTCH1"	1993	30034	1998	6008	1999	6008	2005												
10749534	13683	"UPDT2"	1986	13683	2006																
10749559	11638	"MTCH1"	1971	11638	1984																
10749602	4412	"FRAT"	1971	4412	2006																
10749729	14049	"FRAT"	1957	4803	1993	14049	1994	14049	2006												
10749751	5650	"MTCH1"	1973	5650	2006																
10750057	6097	"NBER"	1980	6097	2006																
10750179	10949	"PASS1"	1983	10949	1988																
10750493	14620	"MTCH1"	1984	14620	2006																
10750536	10538	"MTCH1"	1950	10538	1981																
10750562	4321	"NBER"	1950	4321	2006																
10750997	5880	"PASS1"	1974	5880	1986																
10751160	3473	"NBER"	1962	3473	1989	4961	1991	4961	1999												
10751775	20747	"MTCH1"	1980	10464	1989	20747	1993	20747	2006												
10751885	1278	"NBER"	1950	1278	1999																
10752126	10323	"NBER"	1960	10323	1996	2787	1998	2787	2005												
10752830	4145	"FRAT"	1955	4145	2006																
10752961	4136	"NBER"	1980	4136	1984																
10753293	5377	"NBER"	1972	5377	2003																
10753311	14325	"NBER"	1987	14325	1998																
10753466	8972	"NBER"	1950	8972	2006																
10753649	148370	"MTCH1"	1996	66716	1999	148370	2000	148370	2002												
10753950	6512	"NBER"	1976	6512	2005																
10753980	28742	"MTCH1"	1992	28742	2006																
10753986	10565	"NBER"	1962	10565	2006																
10754736	150937	"NBER"	1981	9545	2000	150937	2001	150937	2006												
10755124	212685	"MTCH1"	1996	212685	1997																
10755149	10818	"NBER"	1950	10818	1974																
10755231	12591	"m2006"	1986	12591	2002	14446	2003	14446	2004												
10755256	1613	"NBER"	1960	1613	2006																
10755393	13176	"PASS1"	1985	13176	2005																
10755429	5361	"NBER"	1950	5361	1993	7985	1994	7985	2005												
10755789	4895	"NBER"	1950	4895	1996	14363	1997	14363	2003												
10755927	103307	"PASS1"	1992	103307	1997																
10756049	5046	"NBER"	1954	5046	2006																
10756137	6677	"PASS1"	1982	6677	2005																
10756451	4624	"PASS1"	1974	4624	1985																
10756940	9203	"FRAT"	1950	9203	2006																
10757023	12947	"NBER"	1986	12947	2006																
10757643	103159	"PASS1"	1994	103159	2003																
10758117	8150	"NBER"	1963	8150	2005																
10758141	4371	"NBER"	1981	4371	2005																
10758516	13554	"NBER"	1987	13554	2006																
10758634	8577	"PASS1"	1958	8577	2006																
10758947	8965	"NBER"	1960	8965	1996																
10759073	25807	"NBER"	1982	5362	1989	25807	1990	25807	2005												
10759393	103159	"MTCH1"	1994	103159	2003																
10759530	11152	"MTCH1"	1967	11152	1976																
10759575	10779	"PASS1"	1983	10779	1989																
10759614	8482	"MTCH1"	1983	8482	1984																
10759620	101352	"MTCH1"	1990	101352	2006																
10759699	2901	"MTCH1"	1980	2901	1990	3011	1991	3011	2005												
10759740	8666	"PASS1"	1983	8666	2005																
10760003	125863	"m2006"	1998	125863	2006																
10760619	8451	"NBER"	1968	8451	1990																
10760774	5252	"NBER"	1969	5252	2006																
10760928	9932	"PASS1"	1983	9932	1998	62599	2000	62599	2005												
10761204	10329	"NBER"	1977	10329	1996	3282	1997	3282	2001	5606	2002	5606	2005								
10761894	4600	"NBER"	1950	4600	2006																
10762258	11526	"PASS1"	1976	11526	1979																
10762279	6033	"MTCH1"	1974	6033	2006																
10762498	4204	"NBER"	1954	4204	1997	3734	1998	3734	2005												
10762752	28678	"MTCH1"	1992	28678	2005																
10763306	9120	"PASS1"	1981	9120	1998	65578	1999	65578	2004												
10763413	10550	"NBER"	1980	10550	2006																
10763502	6287	"NBER"	1963	6287	1994	3735	1995	3735	2005												
10763818	6386	"NBER"	1950	6386	2006																
10764301	7787	"PASS1"	1974	7787	1979																
10764315	8358	"NBER"	1950	8358	2006																
10764331	10156	"FRAT"	1950	10156	2006																
10764392	4600	"NBER"	1950	4600	2006																
10764561	4186	"NBER"	1960	4186	2006																
10764625	30923	"MTCH1"	1999	30923	2005																
10764893	3026	"NBER"	1974	3026	2006																
10764917	2864	"NBER"	1950	2864	1989																
10764962	1125	"PASS1"	1984	1125	1990																
10765138	8068	"NBER"	1960	8068	2006																
10765470	30684	"PASS1"	1993	30684	1998																
10765501	4451	"NBER"	1983	4451	1988																
10765631	10530	"NBER"	1967	10530	2006																
10766152	27760	"MTCH1"	1997	27760	2006																
10766436	13134	"PHRM"	1986	13134	1994	5180	1995	5180	2005												
10766484	2527	"NBER"	1962	2527	1994	25124	1996	25124	2005												
10766512	11105	"m2006"	1964	11105	1966																
10766569	14456	"NBER"	1987	14456	1989																
10766853	8498	"PASS1"	1981	8498	2001																
10766891	7883	"NBER"	1973	7883	2006																
10766928	7257	"MTCH1"	1950	7257	2006																
10767168	5650	"MTCH1"	1973	5650	2006																
10767222	3031	"NBER"	1974	3031	2006																
10767306	8940	"NBER"	1979	8940	1992																
10767319	4961	"NBER"	1950	4961	1999																
10767652	1278	"NBER"	1950	1278	1999																
10767670	19595	"UPDT2"	1992	19595	1998	13556	1999	13556	2001												
10767677	21116	"MTCH1"	1989	21116	2005																
10767682	14598	"PASS1"	1986	14598	1988																
10767917	3126	"NBER"	1968	3126	2006																
10768137	7471	"MTCH1"	1973	7471	2005																
10768245	2024	"PASS1"	1959	2024	1997																
10768292	14416	"PASS1"	1986	14416	1999																
10768666	9775	"PHRM"	1950	9775	1988	14261	1989	14261	2006												
10769114	174531	"NBER"	2004	174531	2004																
10769238	11565	"NBER"	1960	11565	1987																
10769257	5603	"MTCH1"	1967	5603	1987																
10769300	9769	"NBER"	1974	9769	1985																
